,index,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,"Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),AG saturés (g/100 g),AG monoinsaturés (g/100 g),AG polyinsaturés (g/100 g),"AG 4:0, butyrique (g/100 g)","AG 6:0, caproïque (g/100 g)","AG 8:0, caprylique (g/100 g)","AG 10:0, caprique (g/100 g)","AG 12:0, laurique (g/100 g)","AG 14:0, myristique (g/100 g)","AG 16:0, palmitique (g/100 g)","AG 18:0, stéarique (g/100 g)","AG 18:1 9c (n-9), oléique (g/100 g)","AG 18:2 9c,12c (n-6), linoléique (g/100 g)","AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)","AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)","AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)","AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)",Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Nom du Produit en Français,LCI Name,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
1975,2015,produits sucrés,biscuits sucrés,24050,0.0,0.0,0.0,2.6,6.64,6.64,61.0,25.3,28.9,0.2,0.0,0.62,0.26,0.26,27.8,28.9,3.19,0.0,1.27,0.0,0.0,16.0,6.36,1.01,0.26,0.32,0.24,0.37,0.54,1.63,6.61,3.54,5.47,0.8,0.09,0.02,0.01,0.01,63.7,0.77,34.0,297.0,0.33,7.0,20.0,51.0,0.65,140.0,270.0,20.0,306.0,0.9,116.0,52.0,0.25,2.67,3.0,0.0,0.5,0.1,0.089,0.22,0.35,0.066,25.6,0.41,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat","Biscuit shortbread, with butter and chocolate",2.03,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1976,2016,produits sucrés,biscuits sucrés,24051,0.0,0.0,0.0,5.29,7.39,7.39,60.9,22.8,43.1,0.0,0.0,1.5,0.0,0.7,38.6,16.2,2.41,0.0,1.19,0.0,0.0,3.03,13.8,5.08,0.01,0.01,0.021,0.017,0.14,0.073,1.69,0.77,12.6,3.79,1.23,0.0053,0.0043,0.01,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Biscuit sec chocolaté, type barquette","Biscuit sponge cake, with chocolate, pre-packed",2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1977,2017,produits sucrés,biscuits sucrés,24052,0.0,0.0,0.0,2.7,6.65,6.65,60.2,25.8,29.2,0.2,0.0,0.19,1.74,1.74,25.5,25.9,3.24,0.0,1.42,0.0,0.0,16.0,7.26,1.75,0.047,0.09,0.56,0.41,3.55,1.73,6.39,2.93,6.8,1.61,0.09,0.01,0.01,0.01,21.0,0.45,58.0,247.0,0.29,0.15,20.0,59.0,0.88,160.0,360.0,20.0,178.0,1.0,25.1,7.66,0.25,2.46,4.2,0.0,0.5,0.098,0.083,0.32,0.35,0.046,39.1,0.15,"Biscuit sec chocolaté, type tartelette","Biscuit (small tart), with chocolate, pre-packed",2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1978,2018,produits sucrés,biscuits sucrés,24053,0.0,0.0,0.0,0.0,6.84,6.84,63.7,23.5,28.2,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.01,0.0,0.89,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,3.97,0.0,60.5,0.0,171.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.6,0.7,6.0,0.0,1.0,79.0,0.0,"Biscuit sec chocolaté, type galette","Biscuit shortbread, with chocolate, pre-packed",2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1979,2019,produits sucrés,biscuits sucrés,24054,0.0,0.0,0.0,3.3,5.93,5.93,67.6,19.3,31.0,1.0,0.0,1.3,0.3,0.2,25.4,27.8,2.74,0.0,1.18,0.0,0.0,11.0,5.65,1.72,0.065,0.097,0.88,0.48,3.55,1.65,3.63,0.68,5.65,1.66,0.059,0.01,0.01,0.01,25.5,0.49,35.0,202.0,0.19,1.0,20.0,32.0,0.71,130.0,210.0,20.0,196.0,0.66,25.4,10.8,0.25,2.2,1.99,0.0,0.5,0.12,0.036,0.18,0.23,0.056,19.6,0.41,"Biscuit sec, sablé, galette ou palet, aux fruits","Biscuit shortbread, with fruits",2.53,0.46,3.4,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.1,7.75
1980,2020,produits sucrés,biscuits sucrés,24055,511.0,2140.0,511.0,3.1,5.5,5.5,59.8,27.2,29.7,0.15,0.1,0.62,0.18,1.07,27.7,26.6,3.4,1.1,0.93,0.0,0.11,16.7,7.12,1.83,0.23,0.2,0.84,0.7,4.21,2.41,6.04,1.8,6.67,1.64,0.19,0.01,0.01,0.01,35.4,0.37,23.0,200.0,0.18,1.5,0.0,28.0,0.7,110.0,210.0,20.0,149.0,0.59,70.3,19.9,0.25,2.21,4.77,0.0,0.5,0.038,0.022,0.12,0.42,0.028,18.9,0.069,Biscuit sec fourré fruits à coque (non ou légèrement chocolaté),Biscuit (cookie) with nuts (no chocolate or lightly chocolate-flavoured),2.99,0.87,4.88,0.33,0.93,14.06,0.46,0.06,0.25,1.17,19.8,240.55,129.98,39.16,46.63,15.76
1981,2021,produits sucrés,biscuits sucrés,24056,514.0,2150.0,514.0,2.0,9.31,9.31,50.7,28.7,44.1,2.28,0.1,4.41,2.61,3.55,31.2,1.7,7.6,0.0,1.46,0.0,0.21,10.8,12.0,4.52,0.01,0.01,0.03,0.02,0.02,0.38,6.61,3.57,10.4,3.73,0.36,0.08,0.01,0.02,21.4,0.13,120.0,81.0,0.44,2.5,0.0,84.0,0.98,180.0,320.0,20.0,52.0,1.1,32.2,18.5,1.01,6.15,4.28,0.0,0.5,0.046,0.095,0.47,0.38,0.044,16.9,0.28,Florentin (biscuit sec sucré chocolaté aux amandes),Florentine biscuit (chocolate sweet biscuit (cookie) with almonds),2.92,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.5,3.66,33.48,5.92
1982,2022,produits sucrés,biscuits sucrés,24060,0.0,0.0,0.0,0.0,7.42,7.42,56.0,30.7,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,0.0,0.3,0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Biscuit pâtissier meringué,Pastry biscuit with meringue,3.06,0.32,1.49,0.2,0.82,5.31,0.31,0.04,0.18,0.45,11.08,120.73,69.52,2.82,28.14,2.89
1983,2023,produits sucrés,biscuits sucrés,24070,0.0,0.0,0.0,2.72,7.1,7.1,66.5,20.1,24.2,0.3,0.0,0.3,0.0,0.3,24.2,0.0,2.65,0.0,1.0,0.0,0.0,12.3,4.54,0.66,0.82,0.45,0.24,0.45,0.54,1.81,5.65,1.98,3.83,0.61,0.03,0.0098,0.01,0.01,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sablé à la noix de coco,Shortbread cookie w coconut,2.28,0.41,3.73,0.24,0.83,8.33,0.29,0.04,0.16,0.65,15.37,172.65,75.22,4.24,31.73,5.36
1984,2024,produits sucrés,biscuits sucrés,24071,0.0,0.0,0.0,5.0,8.38,8.38,59.4,22.9,0.0,0.5,0.0,0.5,0.5,0.5,22.0,29.3,3.3,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.41,31.9,107.0,1.0,1.0,10.0,21.8,1.0,131.0,123.0,6.3,163.0,1.0,173.0,50.0,0.2,1.4,0.0,0.0,0.0,0.05,0.09,0.3,0.58,0.09,14.5,0.79,Sablé pâtissier,Shortbread pastry biscuit,2.14,0.46,4.92,0.27,0.86,9.47,0.34,0.05,0.19,0.76,16.6,198.69,67.15,3.84,34.22,6.42
1985,2025,produits sucrés,biscuits sucrés,24072,0.0,0.0,0.0,0.0,5.85,5.85,66.0,21.1,32.0,0.0,0.0,0.58,0.0,0.26,26.5,0.0,2.55,0.0,0.96,0.0,0.0,10.6,6.16,1.34,0.52,0.34,0.25,0.46,0.56,1.85,5.16,1.47,4.52,0.94,0.085,0.0,0.0,0.01,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sablé aux fruits (pomme, fruits rouges, etc.)","Shortbread cookie with fruit (apple, red berries, etc.)",2.28,0.39,3.62,0.24,0.93,7.54,0.29,0.04,0.16,0.61,13.48,154.53,61.88,3.36,33.3,5.13
1986,2026,produits sucrés,biscuits sucrés,24080,0.0,0.0,0.0,3.61,6.63,6.63,61.2,24.6,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.94,0.0,0.0,10.7,5.89,6.08,0.26,0.16,0.1,0.19,0.28,0.74,6.93,1.52,5.89,4.39,0.37,0.015,0.01,0.01,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sablé au cacao ou chocolat, au praliné ou autre","Shortbread cookie with cocoa or chocolate, or praline or other",2.03,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1987,2027,produits sucrés,biscuits sucrés,24225,0.0,0.0,0.0,2.19,5.36,5.36,71.2,18.6,34.7,0.2,0.0,0.6,0.2,3.9,28.6,32.6,1.83,0.0,0.82,0.0,0.0,10.7,5.49,1.61,0.01,0.0061,0.14,0.12,1.59,0.63,5.66,0.89,5.49,1.6,0.011,0.01,0.01,0.01,3.1,0.56,20.6,308.0,1.0,1.0,10.0,12.9,1.0,77.0,96.5,3.0,222.0,1.0,2.0,50.0,0.2,1.1,0.0,0.0,0.0,0.05,0.06,0.05,0.3,0.05,7.4,0.31,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille","Biscuit (cookie), snack with dairy or vanilla filling",2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1988,2028,produits sucrés,biscuits sucrés,24231,0.0,0.0,0.0,2.33,6.7,6.7,67.9,18.0,29.8,0.2,0.0,0.23,0.55,1.26,27.8,38.1,3.77,0.0,1.25,0.0,0.0,9.92,5.85,1.67,0.01,0.024,0.26,0.18,1.65,0.7,5.96,1.1,5.68,1.63,0.036,0.01,0.01,0.0035,2.2,0.62,120.0,0.26,0.39,3.3,24.0,47.3,0.61,117.0,190.0,2.2,246.0,0.92,2.0,30.0,0.5,3.0,0.0,0.0,1.0,0.11,0.073,0.69,0.29,0.13,28.0,0.08,"Goûter sec fourré (""sandwiché"") parfum chocolat","Biscuit (cookie), snack w chocolate filling",2.42,0.62,7.55,0.36,0.86,13.31,0.36,0.05,0.2,0.89,25.17,202.7,148.41,4.6,37.18,8.19
1989,2029,produits sucrés,biscuits sucrés,24240,0.0,0.0,0.0,0.99,6.64,6.64,73.3,17.4,31.6,1.6,0.0,6.6,0.2,7.5,15.1,41.8,3.35,0.0,1.24,0.0,0.0,9.68,2.21,0.66,0.01,0.01,0.01,0.01,0.011,0.062,2.56,0.24,2.18,0.64,0.02,0.01,0.01,0.01,0.5,0.5,240.0,243.0,0.0,4.5,0.0,120.0,0.0,300.0,80.0,0.0,216.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,35.0,0.0,"Goûter sec fourré (""sandwiché"") parfum fruits","Biscuit (cookie), snack with fruits filling",2.53,0.46,3.4,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.1,7.75
1990,2030,produits sucrés,biscuits sucrés,24300,0.0,0.0,0.0,2.93,9.0,9.0,76.8,8.0,35.0,0.0,0.0,0.23,0.0,0.35,35.0,35.5,2.0,0.0,1.29,0.0,0.0,5.0,2.26,0.38,0.0,0.0,0.31,0.27,2.39,0.95,0.6,0.47,2.26,0.34,0.041,0.0,0.0,0.0,0.0,1.0,1.55,577.0,0.0,0.0,0.0,0.0,0.0,140.0,144.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.016,0.063,0.68,0.0,0.057,5.0,0.09,Gaufrette ou éventail sans fourrage,Wafer biscuit without filling,2.92,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.5,3.66,33.48,5.92
1991,2031,produits sucrés,biscuits sucrés,24311,0.0,0.0,0.0,1.64,6.38,6.38,57.2,29.8,35.8,0.2,0.0,0.13,2.62,0.15,32.9,0.0,3.53,0.0,1.44,0.0,0.0,22.9,5.35,0.92,0.019,0.11,1.09,0.76,6.55,2.46,5.83,4.7,4.94,0.88,0.029,0.01,0.01,0.01,0.0,0.27,34.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gaufrette fourrée chocolat, préemballée","Wafer biscuit, filled with chocolate, prepacked",2.98,0.72,8.6,0.42,0.98,15.59,0.41,0.06,0.23,1.14,28.7,200.69,184.57,5.38,44.0,9.1
1992,2032,produits sucrés,biscuits sucrés,24312,0.0,0.0,0.0,2.31,7.31,7.31,59.6,26.4,37.4,0.2,0.0,5.72,1.34,0.12,30.2,15.3,3.21,0.0,1.11,0.0,0.0,17.7,5.02,1.38,0.1,0.17,1.26,0.88,6.53,2.63,3.14,2.78,4.91,1.29,0.076,0.0052,0.01,0.01,10.1,0.34,20.1,194.0,1.0,6.8,10.0,47.3,1.0,122.0,263.0,3.0,134.0,1.0,2.0,50.0,0.2,2.1,0.0,0.0,0.0,0.05,0.22,0.2,0.51,0.06,11.8,0.54,"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée","Wafer biscuit, filled with nuts (hazelnut, almond, praline, etc.), with chocolate or not, prepacked",3.38,0.87,4.88,0.33,0.93,14.06,0.46,0.06,0.25,1.17,19.8,240.55,129.98,39.16,46.63,15.76
1993,2033,produits sucrés,biscuits sucrés,24313,538.0,2250.0,538.0,1.1,5.75,5.75,60.1,30.1,32.9,0.1,0.1,5.98,5.93,0.18,20.8,24.4,1.6,0.0,1.12,0.0,0.27,19.9,7.06,1.69,0.01,0.05,0.71,0.59,5.46,2.22,9.35,1.4,6.89,1.63,0.05,0.01,0.01,0.01,8.85,0.36,92.0,241.0,0.07,0.55,0.0,24.0,0.27,120.0,260.0,20.0,144.0,0.49,21.0,5.0,0.25,1.86,2.09,0.0,0.63,0.041,0.16,0.27,1.08,0.041,15.3,0.29,"Gaufrette, fourrée vanille, préemballée","Wafer biscuit, plain or vanilla flavoured, prepacked",2.92,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.5,3.66,33.48,5.92
1994,2034,produits sucrés,biscuits sucrés,24320,0.0,0.0,0.0,9.32,4.43,4.43,82.4,1.58,41.7,0.0,0.0,15.6,0.0,17.1,0.25,24.4,1.66,0.0,0.6,0.0,0.0,0.75,0.27,0.29,0.01,0.01,0.0043,0.0038,0.014,0.012,0.25,0.04,0.26,0.27,0.021,0.01,0.01,0.01,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Gaufrette fourrée, aux fruits","Wafer biscuit, with fruits",2.92,0.46,3.4,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.1,7.75
1995,2035,produits sucrés,biscuits sucrés,24360,0.0,0.0,0.0,2.47,5.29,5.29,63.0,27.5,38.0,0.0,0.0,0.5,0.0,0.45,36.4,25.0,1.0,0.0,0.73,0.0,0.0,17.5,7.45,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.28,0.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cigarette,Wafer cookie,2.49,0.85,8.26,0.41,1.08,16.53,0.71,0.1,0.41,1.31,29.65,368.1,122.84,7.14,48.68,10.21
1996,2036,produits sucrés,biscuits sucrés,24370,0.0,0.0,0.0,2.9,6.27,6.27,72.1,15.5,36.7,0.0,0.0,2.75,0.0,0.5,28.0,0.0,1.7,0.0,1.55,0.0,0.0,10.2,2.3,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crêpe dentelle,Wafer cookie,2.49,0.85,8.26,0.41,1.08,16.53,0.71,0.1,0.41,1.31,29.65,368.1,122.84,7.14,48.68,10.21
1997,2037,produits sucrés,biscuits sucrés,24371,0.0,0.0,0.0,0.0,5.91,5.91,67.9,21.8,42.4,0.0,0.0,0.94,0.0,0.36,40.6,0.0,3.45,0.0,1.41,0.0,0.0,13.5,5.9,1.45,0.23,0.14,0.13,0.2,0.24,0.76,4.78,4.2,5.9,1.09,0.35,0.0,0.0,0.0056,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Crêpe dentelle au chocolat, préemballée","Wafer cookie, with chocolate, prepacked",2.59,0.72,8.6,0.42,0.98,15.59,0.41,0.06,0.23,1.14,28.7,200.69,184.57,5.38,44.0,9.1
1998,2038,produits sucrés,biscuits sucrés,24430,0.0,0.0,0.0,6.3,7.98,7.98,79.9,3.77,47.9,0.5,0.0,0.5,0.5,0.5,47.9,24.3,1.37,0.0,0.66,0.0,0.0,0.99,1.23,0.77,0.0,0.0,0.0,0.0,0.0,0.0092,0.56,0.14,1.11,0.69,0.036,0.016,0.0,0.023,109.0,0.41,25.5,0.1,1.0,1.1,10.0,14.3,1.0,107.0,109.0,3.0,161.0,1.0,7.8,50.0,0.2,0.9,0.0,0.0,0.0,0.05,0.11,0.05,0.6,0.05,9.6,0.36,Biscuit sec aux ufs à la cuillère (cuiller) ou Boudoir,"Biscuit (cookie), sponge fingers or Lady fingers",2.28,0.32,1.49,0.2,0.82,5.31,0.31,0.04,0.18,0.45,11.08,120.73,69.52,2.82,28.14,2.89
1999,2039,produits sucrés,biscuits sucrés,24441,0.0,0.0,0.0,2.98,5.66,5.66,77.9,10.7,40.3,0.2,0.0,0.39,1.25,0.2,38.7,36.9,1.86,0.0,0.9,0.0,0.0,6.85,2.59,0.81,0.01,0.01,0.01,0.01,0.02,0.11,4.26,0.42,2.59,0.79,0.022,0.001,0.0,0.01,67.0,0.57,21.8,360.0,0.12,0.6,2.0,15.4,0.4,84.0,135.0,2.0,229.0,0.3,2.0,8.0,0.5,1.1,0.0,0.0,0.5,0.11,0.092,0.99,0.31,0.14,41.0,0.08,Biscuit sec type langue de chat ou cigarette russe,"Biscuit (cookie), cat tongue type",2.14,0.54,5.32,0.29,0.91,10.65,0.43,0.06,0.24,0.86,18.46,221.56,78.82,4.59,36.98,6.95
2000,2040,produits sucrés,biscuits sucrés,24520,0.0,0.0,0.0,0.8,4.11,4.06,94.3,0.5,94.3,0.2,0.0,0.2,0.2,0.2,94.3,0.0,0.5,0.0,0.29,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.16,4.15,0.0,0.03,0.18,2.0,4.76,0.0,20.6,89.8,3.0,64.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.16,0.01,6.0,0.1,Meringue,Meringue,2.47,0.33,1.52,0.2,0.81,5.36,0.32,0.04,0.19,0.46,10.76,108.34,69.6,3.23,28.52,2.99
2001,2041,produits sucrés,biscuits sucrés,24615,471.0,1980.0,471.0,3.2,7.8,7.8,68.0,18.1,39.2,0.0,0.0,0.25,0.0,0.2,38.9,28.6,2.1,0.0,0.69,0.0,0.065,5.65,8.41,2.24,0.12,0.09,0.21,0.22,1.03,0.8,2.41,0.64,8.07,2.19,0.05,0.01,0.01,0.01,43.6,0.21,49.0,150.0,0.14,0.81,10.5,40.0,0.46,120.0,170.0,20.0,82.0,0.67,43.9,44.3,0.25,4.17,1.02,0.0,0.5,0.061,0.041,0.23,0.47,0.044,15.3,0.084,"Biscuit sec ou tuile, aux amandes","Biscuit (cookie), thin, w almonds",2.6,0.87,4.88,0.33,0.93,14.06,0.46,0.06,0.25,1.17,19.8,240.55,129.98,39.16,46.63,15.76
2002,2042,produits sucrés,biscuits sucrés,24616,384.0,1610.0,384.0,0.0,5.43,5.43,74.9,8.28,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,16.4,0.7,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,"Biscuit sec type tuile, aux fruits","Biscuit (cookie), thin, w fruits",2.14,0.5,4.7,0.27,0.88,9.64,0.4,0.05,0.23,0.78,16.88,197.45,74.93,4.33,35.25,6.29
2003,2043,produits sucrés,biscuits sucrés,24659,0.0,0.0,0.0,2.49,6.1,6.1,60.5,27.6,21.6,1.36,0.0,1.59,0.2,0.52,18.1,38.9,2.06,0.0,1.29,0.0,0.0,14.4,9.49,2.92,0.029,0.028,0.17,0.13,0.9,0.58,9.58,1.83,8.55,2.6,0.23,0.0029,0.0029,0.01,11.7,1.01,16.7,0.0,0.1,0.4,3.0,14.6,0.3,57.6,91.2,5.0,400.0,0.4,26.5,35.0,0.92,2.07,0.0,0.0,0.0,0.15,0.052,0.75,0.29,0.24,34.7,0.08,"Biscuit sec feuilleté, type palmier ou autres",Biscuit puff pastry,2.14,0.44,4.95,0.26,0.84,9.08,0.31,0.04,0.17,0.73,15.25,181.39,59.69,3.68,33.22,6.35
2004,2044,produits sucrés,biscuits sucrés,24660,0.0,0.0,0.0,6.12,5.93,5.93,53.1,28.2,21.8,0.5,0.0,0.8,0.2,0.6,19.9,24.7,5.3,0.0,1.32,0.0,0.0,14.4,8.4,2.06,0.84,0.42,0.28,0.68,0.52,0.87,8.49,2.3,7.84,0.78,0.25,0.027,0.0,0.0,28.0,1.16,15.6,0.9,1.0,0.58,10.0,11.5,1.0,54.0,83.5,10.7,463.0,1.0,47.0,50.0,0.2,3.2,0.0,0.0,0.0,0.05,0.05,0.2,0.32,0.08,11.5,0.43,"Palmier, artisanal","Biscuit ( puff pastry), palmier, from bakery",2.14,0.44,4.95,0.26,0.84,9.08,0.31,0.04,0.17,0.73,15.25,181.39,59.69,3.68,33.22,6.35
2005,2045,produits sucrés,biscuits sucrés,24678,341.0,1440.0,341.0,15.5,4.44,4.44,74.4,2.1,51.1,8.24,0.1,12.6,0.1,6.2,24.1,16.3,2.8,0.0,0.42,0.0,0.35,0.75,0.84,0.37,0.01,0.01,0.01,0.01,0.08,0.04,0.48,0.12,0.76,0.34,0.01,0.02,0.01,0.01,70.9,0.12,19.0,75.3,0.04,0.7,5.0,11.0,0.23,66.0,110.0,20.0,48.0,0.38,21.0,24.4,0.25,0.48,1.51,0.0,1.61,0.037,0.055,0.15,0.5,0.013,10.4,0.19,"Biscuit sec (génoise) nappage aux fruits, type barquette","Biscuit sponge cake with fruits covering, pre-packed",2.53,0.46,3.4,0.82,0.81,7.25,0.29,0.04,0.15,0.59,12.63,144.08,241.91,4.56,31.1,7.75
